Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption [City (L/100 km)],Fuel Consumption [Hwy (L/100 km)],Fuel Consumption [Comb (L/100 km)],Fuel Consumption [Comb (mpg)],CO2 Emissions (g/km),Motor (kW),Fuel Type 1,Fuel Consumption Combined Le/100 km,Range 1 (km),Recharge Time (h),Fuel Type 2,Range 2 (km),Fuel Consumption [City (kWh/100 km)],Fuel Consumption [Comb (kWh/100 km)],Consumption [City (Le/100 km)],Consumption [Hwy (Le/100 km)],Consumption [Comb (Le/100 km)],Range (km)
2007.0,GMC,SAVANA CARGO CONV,VAN - CARGO,5.3,8.0,A4,X,18.1,13.7,16.1,18.0,370.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA CARGO CONV AWD,VAN - CARGO,5.3,8.0,A4,X,19.0,14.9,17.2,16.0,396.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA CARGO CONV AWD FFV,VAN - CARGO,5.3,8.0,A4,X,19.1,14.9,17.2,16.0,396.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA CARGO CONV AWD FFV,VAN - CARGO,5.3,8.0,A4,E,25.0,20.1,22.8,12.0,365.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA CARGO CONV FFV,VAN - CARGO,5.3,8.0,A4,X,18.6,14.1,16.6,17.0,382.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA< !CARGO CONV F?FV,VAN - CARGO,5.3,8.0,A4,E,24.6,19.0,22.1,13.0,354.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA CARGO FFV,VAN - CARGO,5.3,8.0,A4,X,16.9,12.3,14.9,19.0,343.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA CARGO FFV,VAN - CARGO,5.3,8.0,A4,E,22.1,16.1,19.4,15.0,310.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA PASSENGER,VAN - PASSENGER,5.3,8.0,A4,X,18.1,13.7,16.1,18.0,370.0,,,,,,,,,,,,,
2007.0,GCM,SAVANA PASSENGER AWD,VAN - PASSENGER,5.3,8.0,A4,X,19.0,14.9,17.2,16.0,396.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA PASSENGER AWD FFV,VAN - PASSENGER,5.3,8.0,A4,X,19.1,14.9,17.2,16.0,396.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA PASSENGER AWD FFV,VAN - PASSENGER,5.3,8.0,A4,E,25.0,20.1,22.8,12.0,365.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA! P?ASS?EN>GER ?FFV,VAN - PASSENGER,5.3,8.0,A4,X,18.6,14.1,16.6,17.0,382.0,,,,,,,,,,,,,
2007.0,GMC,SAVANA PASSENGER FFV,VAN - PASSENGER,5.3,8.0,A4,E,24.6,19.0,22.1,13.0,354.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6.0,A4,X,15.7,12.0,14.1,20.0,324.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,16.5,12.5,14.7,19.0,338.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,16.0,11.7,14.0,20.0,322.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.0,8.0,A4,X,17.4,13.1,15.5,18.0,357.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6.0,A4,X,16.7,13.3,15.2,19.0,350.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,17.4,13.5,15.7,18.0,361.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,16.7,12.5,14.8,19.0,340.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,6.0,8.0,A4,X,18.1,13.7,16.1,18.0,370.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA 4X4 FFV,PICKUP T?RUCK -? STANDARD,5.3,8.0,A4,X,16.8,12.7,15.0,19.0,345.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,E,22.3,16.9,19.9,14.0,318.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC,PICKUP TRUCK - STANDARD,4.3,6.0,A4,X,15.5,11.9,13.9,20.0,320.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC,PICKUP TRUCK - STANDARD,4.3,6.0,M5,X,16.1,11.2,13.9,20.0,320.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,16.0,12.1,14.2,20.0,327.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,16.3,12.2,14.5,19.0,334.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC,PICKUP TRUCK - STANDARD,6.0,8.0,A4,Z,18.0,13.6,16.0,18.0,368.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.3,6.0,A4,X,16.7,13.4,15.2,19.0,350.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.3,6.0,M5,X,17.1,12.6,15.1,19.0,347.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC 4X4,PICKUP TRUCK - STANDARD,4.8,8.0,A4,X,17.1,13.5,15.5,18.0,357.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,17.7,13.3,15.7,18.0,361.0,,,,,,,,,,,,,
2007.0,GCM,SIERRA CLASSIC 4X4,PICKUP TRUCK - STANDARD,6.0,8.0,A4,Z,18.8,15.0,17.1,17.0,393.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,17.7,13.8,15.9,18.0,366.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,E,23.2,18.2,20.9,14.0,334.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,16.8,12.2,14.7,19.0,338.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA CLASSIC FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,E,21.9,16.0,19.3,15.0,309.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8.0,A6,Z,19.6,12.7,16.5,17.0,380.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA DENALI CLASSIC AWD,PICKUP TRUCK - STANDARD,6.0,8.0,A4,Z,18.8,15.0,17.1,17.0,393.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,16.0,11.8,14.1,20.0,324.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A4,E,21.3,15.7,18.7,15.0,299.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA HYBRID CLASSIC,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,14.8,12.2,13.6,21.0,313.0,,,,,,,,,,,,,
2007.0,GMC,SIERRA HYBRID CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.3,8.0,A4,X,16.0,13.3,14.7,19.0,338.0,,,,,,,,,,,,,
2007.0,GMC,YUKON,SUV,4.8,8.0,A4,X,17.3,12.5,15.1,19.0,347.0,,,,,,,,,,,,,
2007.0,GMC,YUKON,SUV,5.3,8.0,A4,X,16.4,11.5,14.2,20.0,327.0,,,,,,,,,,,,,
2007.0,GMC,YUKON 4X4 FFV,SUV,5.3,8.0,A4,X,17.1,12.2,14.9,19.0,343.0,,,,,,,,,,,,,
2007.0,GMC,YUKON 4X4 FFV,SUV,5.3,8.0,A4,E,22.7,16.3,19.8,14.0,317.0,,,,,,,,,,,,,
2007.0,GMC,YUKON DENALI AWD,SUV,6.2,8.0,A6,Z,19.6,12.7,16.5,17.0,380.0,,,,,,,,,,,,,
2007.0,GMC,YUKON FFV,SUV,5.3,8.0,A4,X,16.7,11.9,14.5,19.0,334.0,,,,,,,,,,,,,
2007.0,GMC,YUKON FFV,SUV,5.3,8.0,A4,E,22.3,15.9,19.4,15.0,310.0,,,,,,,,,,,,,
2007.0,GMC,YUKON XL,SUV,5.3,8.0,A4,X,16.4,11.5,14.2,20.0,327.0,,,,,,,,,,,,,
2007.0,GMC,YUKON XL,SVU,6.0,8.0,A4,X,18.1,13.4,16.0,18.0,368.0,,,,,,,,,,,,,
2007.0,GMC,YUKON XL 4X4,SUV,6.0,8.0,A4,X,18.3,13.7,16.2,17.0,373.0,,,,,,,,,,,,,
2007.0,GMC,YUKON XL 4X4 FFV,SUV,5.3,8.0,A4,X,17.1,12.2,14.9,19.0,343.0,,,,,,,,,,,,,
2007.0,GMC,YUKON XL 4X4 FFV,SUV,5.3,8.0,A4,E,22.7,16.3,19.8,14.0,317.0,,,,,,,,,,,,,
2007.0,GMC,YUKON XL FFV,SVU,5.3,8.0,A4,X,16.7,11.9,14.5,19.0,334.0,,,,,,,,,,,,,
2007.0,GMC,YUKON XL FFV,SUV,5.3,8.0,A4,E,22.3,15.9,19.4,15.0,310.0,,,,,,,,,,,,,
2007.0,HONDA,ACCORD,MID-SIZE,2.4,4.0,A5,X,11.1,7.5,9.5,30.0,219.0,,,,,,,,,,,,,
2007.0,HONDA,ACCORD,MID-SIZE,2.4,4.0,M5,X,10.4,7.6,9.2,31.0,212.0,,,,,,,,,,,,,
2007.0,HONDA,ACCORD,MID-SIZE,3.0,6.0,A5,X,13.0,8.9,11.2,25.0,258.0,,,,,,,,,,,,,
2007.0,HONDA,ACCORD,MID-SIZE,3.0,6.0,M6,X,12.9,8.6,10.9,26.0,251.0,,,,,,,,,,,,,
2007.0,HONDA,ACCORD HYBRID,MID-SIZE,3.0,6.0,A5,X,9.5,7.3,8.5,33.0,196.0,,,,,,,,,,,,,
2007.0,HONDA,CIVIC,SUBCOMPACT,1.8,4.0,A5,X,9.5,6.8,8.3,34.0,191.0,,,,,,,,,,,,,
2007.0,HONDA,CIVIC,SUBCOMPACT,1.8,4.0,M5,X,9.1,6.8,8.1,35.0,186.0,,,,,,,,,,,,,
2007.0,HONDA,CIVIC,SUBCOMPACT,2.0,4.0,M6,Z,11.6,8.1,10.0,28.0,230.0,,,,,,,,,,,,,
2007.0,HONDA,CIVIC HYBRID,COMPACT,1.3,4.0,AV,X,5.8,5.2,5.5,51.0,127.0,,,,,,,,,,,,,
2007.0,HONDA,CR-V,SUV,2.4,4.0,A5,X,11.6,8.7,10.3,27.0,237.0,,,,,,,,,,,,,
2007.0,HONDA,CR-V AWD,SUV,2.4,4.0,A5,X,12.1,9.3,10.8,26.0,248.0,,,,,,,,,,,,,
2007.0,HONDA,ELEMENT,SUV,2.4,4.0,A5,X,11.9,9.6,10.9,26.0,251.0,,,,,,,,,,,,,
2007.0,HONDA,ELEMENT,SVU,2.4,4.0,M5,X,12.8,10.3,11.7,24.0,269.0,,,,,,,,,,,,,
2007.0,HONDA,ELEMENT AWD,SVU,2.4,4.0,A5,X,12.5,9.8,11.3,25.0,260.0,,,,,,,,,,,,,
2007.0,HONDA,ELEMENT AWD,SUV,2.4,4.0,M5,X,12.8,10.4,11.7,24.0,269.0,,,,,,,,,,,,,
2007.0,HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,A5,X,9.1,6.7,8.0,35.0,184.0,,,,,,,,,,,,,
2007.0,HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,AS5,X,9.3,7.0,8.2,34.0,189.0,,,,,,,,,,,,,
2007.0,HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,M5,X,8.5,7.0,7.8,36.0,179.0,,,,,,,,,,,,,
2007.0,HONDA,ODYSSEY,MINIVAN,3.5,6.0,A5,X,14.3,9.7,12.2,23.0,281.0,,,,,,,,,,,,,
2007.0,HONDA,ODYSSEY,MINIVAN,3.5,6.0,A5,X,14.9,10.1,12.7,22.0,292.0,,,,,,,,,,,,,
2007.0,HONDA,PILOT,SUV,3.5,6.0,A5,X,14.9,10.5,12.9,22.0,297.0,,,,,,,,,,,,,
2007.0,HONDA,PILOT AWD,SUV,3.5,6.0,A5,X,15.7,11.4,13.8,20.0,317.0,,,,,,,,,,,,,
2007.0,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6.0,A5,X,16.1,11.9,14.2,20.0,327.0,,,,,,,,,,,,,
2007.0,HONDA,S2000,TWO-SEATER,2.2,4.0,M6,Z,13.3,9.9,11.8,24.0,271.0,,,,,,,,,,,,,
2007.0,HUMMER,H3 4X4,SUV,3.7,5.0,A4,X,17.4,13.5,15.7,18.0,361.0,,,,,,,,,,,,,
2007.0,HUMMER,H3 4X4,SUV,3.7,5.0,M5,X,18.1,13.1,15.9,18.0,366.0,,,,,,,,,,,,,
2007.0,HYUNDAI,ACCENT,COMPACT,1.6,4.0,A4,X,9.8,7.2,8.6,33.0,198.0,,,,,,,,,,,,,
2007.0,HYUNDAI,ACCENT,COMPACT,1.6,4.0,M5,X,8.6,7.5,8.1,35.0,186.0,,,,,,,,,,,,,
2007.0,HYUNDAI,AZERA,FULL-SIZE,3.8,6.0,A5,X,13.7,9.3,11.7,24.0,269.0,,,,,,,,,,,,,
2007.0,HYUNDAI,ELANTRA,MID-SIZE,2.0,4.0,A4,X,9.5,7.2,8.4,34.0,193.0,,,,,,,,,,,,,
2007.0,HYUNDAI,ELANTRA,MID-SIZE,2.0,4.0,M5,X,9.7,7.2,8.6,33.0,198.0,,,,,,,,,,,,,
2007.0,HYUNDAI,ENTOURAGE,MINIVAN,3.8,6.0,A5,X,14.8,10.4,12.8,22.0,294.0,,,,,,,,,,,,,
2007.0,HYUNDAI,SANTA FE,SUV,2.7,6.0,A4,X,12.8,9.9,11.5,25.0,265.0,,,,,,,,,,,,,
2007.0,HYUNDAI,SANTA FE,SUV,2.7,6.0,M5,X,13.4,10.2,12.0,24.0,276.0,,,,,,,,,,,,,
2007.0,HYUNDAI,SANTA FE,SUV,3.3,6.0,A5,X,13.7,10.4,12.2,23.0,281.0,,,,,,,,,,,,,
2007.0,HYUNDAI,SANTA FE 4X4,SUV,3.3,6.0,A5,X,14.2,10.6,12.6,22.0,290.0,,,,,,,,,,,,,
2007.0,HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,A4,X,11.3,7.8,9.7,29.0,223.0,,,,,,,,,,,,,
2007.0,HYUNDAI,SONATA,FULL-SIZE,2.4,4.0,M5,X,11.0,7.5,9.4,30.0,216.0,,,,,,,,,,,,,
2007.0,HYUNDAI,SONATA,FULL-SIZE,3.3,6.0,A5,X,13.0,8.6,11.0,26.0,253.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TIBURON,SUBCOMPACT,2.0,4.0,A4,X,12.0,8.6,10.5,27.0,242.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TIBURON,SUBCOMPACT,2.0,4.0,M5,X,11.6,8.5,10.2,28.0,235.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TIBURON,SUBCOMPACT,2.7,4.0,A4,X,13.8,9.8,12.0,24.0,276.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TIBURON,SUBCOMPACT,2.7,4.0,M5,X,13.7,9.6,11.9,24.0,274.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TIBURON,SUBCOMPACT,2.7,4.0,M6,X,14.3,9.7,12.2,23.0,281.0,,,,,,,,,,,,,
2007.0,HYUN<DAI,TUCSON,SUV,2.0,4.0,A4,X,12.1,9.5,10.9,26.0,251.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TUCSON,SUV,2.0,4.0,M5,X,11.8,9.3,10.7,26.0,246.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TUCSON,SUV,2.7,6.0,A4,X,13.4,9.9,11.8,24.0,271.0,,,,,,,,,,,,,
2007.0,HYUNDAI,TUCSON 4X4,SUV,2.7,6.0,A4,X,13.8,10.4,12.3,23.0,283.0,,,,,,,,,,,,,
2007.0,HYUNDAI,VERACRUZ 4X4,SUV,3.8,6.0,A6,X,15.5,10.6,13.3,21.0,306.0,,,,,,,,,,,,,
2007.0,INFINITI,FX35 AWD,SU>V,3.5,6.0,AS5,Z,16.1,11.7,14.1,20.0,324.0,,,,,,,,,,,,,
2007.0,INFINITI,FX45 AWD,SUV,4.5,8.0,AS5,Z,18.2,13.7,16.2,17.0,373.0,,,,,,,,,,,,,
2007.0,INFINITI,G35,MID-SIZE,3.5,6.0,AS5,Z,13.7,9.9,12.0,24.0,276.0,,,,,,,,,,,,,
2007.0,INFINITI,G35,MID-SIZE,3.5,6.0,M6,Z,13.7,9.5,11.8,24.0,271.0,,,,,,,,,,,,,
2007.0,INFINITI,G35 COUPE,SUBCOMPACT,3.5,6.0,AS5,Z,14.5,10.3,12.6,22.0,290.0,,,,,,,,,,,,,
2007.0,INFINITI,G35 COUPE,SUBCOMPACT,3.5,6.0,M6,Z,13.6,10.1,12.0,24.0,276.0,,,,,,,,,,,,,
2007.0,INFINITI,G35X AWD,MID-SIZE,3.5,6.0,AS5,Z,14.2,10.2,12.4,23.0,285.0,,,,,,,,,,,,,
2007.0,INFINITI,M35,FULL-SIEZ,3.5,6.0,AS5,Z,14.8,10.2,12.7,22.0,292.0,,,,,,,,,,,,,
2007.0,INFINIIT,M35X AWD,FULL-SIZE,3.5,6.0,AS5,Z,15.1,10.7,13.1,22.0,301.0,,,,,,,,,,,,,
2007.0,INFINITI,M45,FULL-SIZE,4.5,8.0,AS5,Z,15.1,11.1,13.3,21.0,306.0,,,,,,,,,,,,,
2007.0,INFINITI,QX56 4X4,SUV,5.6,8.0,A5,Z,19.9,14.1,17.3,16.0,398.0,,,,,,,,,,,,,
2007.0,JAGUAR,S-TYPE 3.0,MID-SIZE,3.0,6.0,A6,Z,13.9,9.3,11.8,24.0,271.0,,,,,,,,,,,,,
2007.0,JAGUAR,S-TYPE 4.2,MID-SIZE,4.2,8.0,A6,Z,14.6,9.8,12.4,23.0,285.0,,,,,,,,,,,,,
2007.0,JAGUAR,S-TYPE R #,MID-SIEZ,4.2,8.0,A6,Z,15.5,10.9,13.4,21.0,308.0,,,,,,,,,,,,,
2007.0,JAGUAR,SUPER V8 #,FULL-SIZE,4.2,8.0,A6,Z,15.5,10.7,13.4,21.0,308.0,,,,,,,,,,,,,
2007.0,JAGUAR,VANDEN PLAS,FULL-SIEZ,4.2,8.0,A6,Z,14.6,9.6,12.3,23.0,283.0,,,,,,,,,,,,,
2007.0,JAGUAR,XJ8,COMPACT,4.2,8.0,A6,Z,14.4,9.5,12.2,23.0,281.0,,,,,,,,,,,,,
2007.0,JAGUAR,XJ8L,FULL-SIZE,4.2,8.0,A6,Z,14.4,9.5,12.2,23.0,281.0,,,,,,,,,,,,,
2007.0,JAGUAR,XJR #,COMPACT,4.2,8.0,A6,Z,15.5,10.7,13.4,21.0,308.0,,,,,,,,,,,,,
2007.0,JAGUAR,XK,MINICOMPACT,4.2,8.0,A6,Z,14.7,9.5,12.3,23.0,283.0,,,,,,,,,,,,,
2007.0,JAGUAR,XK CONVERTIBLE,MINICOMPATC,4.2,8.0,A6,Z,14.7,9.5,12.3,23.0,283.0,,,,,,,,,,,,,
2007.0,JAGUAR,XKR #,MINICOMPACT,4.2,8.0,A6,Z,15.3,10.4,13.1,22.0,301.0,,,,,,,,,,,,,
2007.0,JAGUAR,XKR CONVERTIBLE #,MINICOMPACT,4.2,8.0,A6,Z,15.3,10.4,13.1,22.0,301.0,,,,,,,,,,,,,
2007.0,JAGUAR,X-TYPE,SUBCOMPACT,3.0,6.0,A5,Z,14.8,10.6,12.9,22.0,297.0,,,,,,,,,,,,,
2007.0,JAGUAR,X-TYPE SPORT BRAKE,STATION WAGON - SMALL,3.0,6.0,A5,Z,14.9,10.5,12.9,22.0,297.0,,,,,,,,,,,,,
2007.0,JEEP,COMMANDER 4X4,SUV,3.7,6.0,A5,X,16.5,12.8,14.8,19.0,340.0,,,,,,,,,,,,,
2007.0,JEEP,COMMANDER 4X4 (MDS),SUV,5.7,8.0,A5,X,18.3,13.1,16.0,18.0,368.0,,,,,,,,,,,,,
2007.0,JEEP,COMMANDER 4X4 FFV,SUV,4.7,8.0,A5,X,17.3,12.6,15.2,19.0,350.0,,,,,,,,,,,,,
2007.0,JEEP,COMMANDER 4X4 FFV,SUV,4.7,8.0,A5,E,26.7,18.6,23.1,12.0,370.0,,,,,,,,,,,,,
2007.0,JEPE,COMPASS,SUV,2.0,4.0,AV,X,10.3,8.7,9.6,29.0,221.0,,,,,,,,,,,,,
2007.0,JEEP,COMPASS,SUV,2.4,4.0,AV,X,11.1,9.5,10.4,27.0,239.0,,,,,,,,,,,,,
2007.0,JEPE,COMPASS,SUV,2.4,4.0,M5,X,10.3,8.6,9.5,30.0,219.0,,,,,,,,,,,,,
2007.0,JEEP,COMPASS 4X4,SUV,2.4,4.0,AV,X,11.3,9.7,10.6,27.0,244.0,,,,,,,,,,,,,
2007.0,JEEP,COMPASS 4X4,SUV,2.4,4.0,M5,X,10.6,8.8,9.8,29.0,225.0,,,,,,,,,,,,,
2007.0,JEEP,GRAND CHEROKEE 4X4,SUV,3.7,6.0,A5,X,15.9,12.0,14.1,20.0,324.0,,,,,,,,,,,,,
2007.0,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8.0,A5,X,18.3,13.1,16.0,18.0,368.0,,,,,,,,,,,,,
2007.0,JEEP,GRAND CHEROKEE 4X4 CRD TURBO DIESEL,SUV,3.0,6.0,A5,D,13.5,10.6,12.2,23.0,329.0,,,,,,,,,,,,,
2007.0,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8.0,A5,X,17.3,12.6,15.2,19.0,350.0,,,,,,,,,,,,,
2007.0,JEPE,GRAND CHEROKEE 4X4 FFV,SUV,4.7,8.0,A5,E,26.7,18.6,23.1,12.0,370.0,,,,,,,,,,,,,
2007.0,JEEP,GRAND CHEROKEE 4X4 SRT8,SUV,6.1,8.0,A5,Z,21.1,16.7,19.1,15.0,439.0,,,,,,,,,,,,,
2007.0,JEPE,LIBERTY 4X4,SUV,3.7,6.0,A4,X,15.6,11.7,13.8,20.0,317.0,,,,,,,,,,,,,
2007.0,JEEP,LIBERTY 4X4,SUV,3.7,6.0,M6,X,15.0,11.8,13.5,21.0,311.0,,,,,,,,,,,,,
2007.0,JEEP,PATRIOT,SUV,2.0,4.0,AV,X,10.3,8.7,9.6,29.0,221.0,,,,,,,,,,,,,
2007.0,JEEP,PATRIOT,SVU,2.4,4.0,AV,X,11.1,9.5,10.4,27.0,239.0,,,,,,,,,,,,,
2007.0,JEEP,PATRIOT,SUV,2.4,4.0,M5,X,10.3,8.6,9.5,30.0,219.0,,,,,,,,,,,,,
2007.0,JEEP,PATRIOT 4X4,SUV,2.4,4.0,AV,X,11.3,9.7,10.6,27.0,244.0,,,,,,,,,,,,,
2007.0,JEEP,PATRIOT 4X4,SUV,2.4,4.0,M5,X,10.6,8.8,9.8,29.0,225.0,,,,,,,,,,,,,
2007.0,JEEP,PATRIOT 4X4 TRAIL RATED,SUV,2.4,4.0,AV,X,12.0,11.1,11.6,24.0,267.0,,,,,,,,,,,,,
2007.0,JEEP,WRANGLER 4X4,SUV,3.8,6.0,A4,X,16.5,13.1,15.0,19.0,345.0,,,,,,,,,,,,,
2007.0,JEEP,WRANGLER 4X4,SUV,3.8,6.0,M6,X,16.1,13.0,14.7,19.0,338.0,,,,,,,,,,,,,
2007.0,JEEP,WRANGLER UNLIMITED 4X4,SUV,3.8,6.0,A4,X,16.3,13.1,14.9,19.0,343.0,,,,,,,,,,,,,
2007.0,JEEP,WRANGLER UNLIMITED 4X4,SUV,3.8,6.0,M6,X,16.6,13.6,15.2,19.0,350.0,,,,,,,,,,,,,
2007.0,KIA,AMANTI,FULL-SIZE,3.8,6.0,A5,X,14.2,9.7,12.2,23.0,281.0,,,,,,,,,,,,,
2007.0,KIA,MAGENTIS,MID-SIZE,2.4,4.0,A5,X,11.1,7.6,9.5,30.0,219.0,,,,,,,,,,,,,
2007.0,KIA,MAGENTIS,MID-SIZE,2.4,4.0,M5,X,11.0,7.5,9.4,30.0,216.0,,,,,,,,,,,,,
2007.0,KIA,MAGENTIS,MID-SIZE,2.7,6.0,A5,X,12.0,8.5,10.4,27.0,239.0,,,,,,,,,,,,,
2007.0,KIA,RIO,COMPACT,1.6,4.0,A4,X,9.4,6.8,8.2,34.0,189.0,,,,,,,,,,,,,
2007.0,KIA,RIO,COMPACT,1.6,4.0,M5,X,8.6,7.4,8.1,35.0,186.0,,,,,,,,,,,,,
2007.0,KIA,RONDO,STATION WAGON - MID-SIZE,2.4,4.0,A4,X,12.5,8.9,10.9,26.0,251.0,,,,,,,,,,,,,
2007.0,KIA,RONDO,STATION WAGON - MID-SIZE,2.7,6.0,A5,X,13.3,9.4,11.5,25.0,265.0,,,,,,,,,,,,,
2007.0,KIA,SEDONA,MINIVAN,3.8,6.0,A5,X,14.8,10.4,12.8,22.0,294.0,,,,,,,,,,,,,
2007.0,KIA,SORENTO,SUV,3.8,6.0,A5,X,15.6,11.3,13.7,21.0,315.0,,,,,,,,,,,,,
2007.0,KIA,SORENTO 4X4,SUV,3.8,6.0,A5,X,15.6,11.5,13.8,20.0,317.0,,,,,,,,,,,,,
2007.0,KIA,SPECTRA,MID-SIZE,2.0,4.0,A4,X,10.0,7.4,8.8,32.0,202.0,,,,,,,,,,,,,
2007.0,KIA,SPECTRA,MID-SIZE,2.0,4.0,M5,X,10.2,7.9,9.2,31.0,212.0,,,,,,,,,,,,,
2007.0,KIA,SPORTAGE,SUV,2.0,4.0,A4,X,12.1,9.5,10.9,26.0,251.0,,,,,,,,,,,,,
2007.0,KIA,SPORTAGE,SUV,2.0,4.0,M5,X,11.8,9.3,10.7,26.0,246.0,,,,,,,,,,,,,
2007.0,KIA,SPORTAGE,SUV,2.7,6.0,A4,X,13.6,10.1,12.0,24.0,276.0,,,,,,,,,,,,,
2007.0,KIA,SPO%RTAGE 4X!4,SUV,2.0,4.0,M5,X,12.3,9.8,11.2,25.0,258.0,,,,,,,,,,,,,
2007.0,KIA,SPORTAGE 4X4,SUV,2.7,6.0,A4,X,13.9,11.1,12.7,22.0,292.0,,,,,,,,,,,,,
2007.0,LAMBORGHINI,GALLARDO,TWO-SEATER,5.0,10.0,AS6,Z,21.6,13.7,18.0,16.0,414.0,,,,,,,,,,,,,
2007.0,LAMBORGHINI,GALLARDO,TWO-SEATER,5.0,10.0,M6,Z,22.4,14.2,18.7,15.0,430.0,,,,,,,,,,,,,
2007.0,LAMBORGHINI,GALLARDO SL,TWO-SEATER,5.0,10.0,AS6,Z,21.0,12.6,17.2,16.0,396.0,,,,,,,,,,,,,
2007.0,LAMBORGHINI,GALLARDO SL,TWO-SEATER,5.0,10.0,M6,Z,21.8,13.0,17.9,16.0,412.0,,,,,,,,,,,,,
2007.0,LAMBORGHINI,GALLARDO SPYDER,TWO-SEATER,5.0,10.0,AS6,Z,22.9,14.7,19.2,15.0,442.0,,,,,,,,,,,,,
